t,rs_x,rs_y,rs_z,py_x,py_y,py_z
0.8250,0.587788,-0.126952,1.403276,0.587798,-0.126954,1.403270
0.8300,0.591076,-0.126038,1.404115,0.591086,-0.126040,1.404109
0.8350,0.594296,-0.125108,1.404967,0.594306,-0.125110,1.404961
0.8400,0.597449,-0.124163,1.405831,0.597459,-0.124165,1.405825
0.8450,0.600534,-0.123203,1.406707,0.600545,-0.123206,1.406701
0.8500,0.603553,-0.122229,1.407594,0.603563,-0.122231,1.407588
0.8550,0.606505,-0.121240,1.408492,0.606515,-0.121242,1.408486
0.8600,0.609390,-0.120236,1.409402,0.609401,-0.120239,1.409395
0.8650,0.612210,-0.119218,1.410321,0.612221,-0.119221,1.410315
0.8700,0.614964,-0.118186,1.411252,0.614975,-0.118188,1.411245
0.8750,0.617654,-0.117139,1.412192,0.617665,-0.117142,1.412185
0.8800,0.620279,-0.116079,1.413142,0.620291,-0.116081,1.413136
0.8850,0.622842,-0.115004,1.414102,0.622853,-0.115006,1.414096
0.8900,0.625341,-0.113914,1.415072,0.625353,-0.113917,1.415065
0.8950,0.627779,-0.112811,1.416051,0.627791,-0.112813,1.416044
0.9000,0.630155,-0.111693,1.417039,0.630167,-0.111696,1.417033
0.9050,0.632470,-0.110562,1.418037,0.632483,-0.110564,1.418030
0.9100,0.634726,-0.109416,1.419044,0.634738,-0.109418,1.419037
0.9150,0.636922,-0.108256,1.420059,0.636935,-0.108259,1.420053
0.9200,0.639061,-0.107082,1.421084,0.639073,-0.107085,1.421078
0.9250,0.641141,-0.105894,1.422118,0.641154,-0.105897,1.422111
0.9300,0.643165,-0.104692,1.423160,0.643178,-0.104694,1.423153
0.9350,0.645132,-0.103476,1.424211,0.645145,-0.103478,1.424204
0.9400,0.647044,-0.102245,1.425270,0.647057,-0.102248,1.425264
0.9450,0.648901,-0.101001,1.426338,0.648914,-0.101004,1.426332
0.9500,0.650704,-0.099743,1.427415,0.650717,-0.099745,1.427408
0.9550,0.652453,-0.098470,1.428499,0.652467,-0.098473,1.428493
0.9600,0.654150,-0.097184,1.429592,0.654164,-0.097187,1.429586
0.9650,0.655795,-0.095884,1.430694,0.655810,-0.095886,1.430687
0.9700,0.657389,-0.094569,1.431803,0.657404,-0.094572,1.431796
0.9750,0.658933,-0.093241,1.432921,0.658948,-0.093244,1.432914
0.9800,0.660427,-0.091899,1.434046,0.660442,-0.091902,1.434039
0.9850,0.661871,-0.090543,1.435180,0.661886,-0.090546,1.435173
0.9900,0.663268,-0.089173,1.436321,0.663283,-0.089176,1.436314
0.9950,0.664616,-0.087790,1.437471,0.664632,-0.087792,1.437464
1.0000,0.665918,-0.086392,1.438628,0.665934,-0.086395,1.438621
1.0050,0.667173,-0.084981,1.439793,0.667189,-0.084984,1.439787
1.0100,0.668383,-0.083556,1.440966,0.668399,-0.083559,1.440959
1.0150,0.669548,-0.082117,1.442147,0.669564,-0.082120,1.442140
1.0200,0.670669,-0.080665,1.443336,0.670685,-0.080668,1.443329
1.0250,0.671746,-0.079199,1.444532,0.671762,-0.079202,1.444525
1.0300,0.672780,-0.077719,1.445735,0.672797,-0.077722,1.445728
1.0350,0.673772,-0.076226,1.446947,0.673789,-0.076229,1.446940
