t,rs_x,rs_y,rs_z,py_x,py_y,py_z
0.9700,1.356532,-0.498133,2.029288,1.356532,-0.498133,2.029288
0.9750,1.361633,-0.498281,2.029868,1.361633,-0.498281,2.029868
0.9800,1.366671,-0.498399,2.030430,1.366671,-0.498399,2.030430
0.9850,1.371645,-0.498488,2.030976,1.371645,-0.498487,2.030976
0.9900,1.376557,-0.498546,2.031505,1.376557,-0.498546,2.031505
0.9950,1.381405,-0.498575,2.032017,1.381405,-0.498575,2.032017
1.0000,1.386191,-0.498575,2.032513,1.386191,-0.498575,2.032513
1.0050,1.390915,-0.498546,2.032992,1.390915,-0.498546,2.032992
1.0100,1.395577,-0.498487,2.033455,1.395577,-0.498487,2.033455
1.0150,1.400176,-0.498400,2.033901,1.400176,-0.498400,2.033901
1.0200,1.404714,-0.498285,2.034330,1.404714,-0.498285,2.034330
1.0250,1.409191,-0.498140,2.034743,1.409191,-0.498140,2.034743
1.0300,1.413606,-0.497968,2.035140,1.413606,-0.497968,2.035140
1.0350,1.417960,-0.497768,2.035520,1.417960,-0.497768,2.035520
1.0400,1.422253,-0.497539,2.035885,1.422253,-0.497539,2.035885
1.0450,1.426486,-0.497283,2.036233,1.426486,-0.497283,2.036233
1.0500,1.430658,-0.497000,2.036565,1.430658,-0.497000,2.036565
1.0550,1.434771,-0.496689,2.036881,1.434771,-0.496689,2.036881
1.0600,1.438823,-0.496351,2.037181,1.438823,-0.496351,2.037181
1.0650,1.442816,-0.495987,2.037464,1.442816,-0.495987,2.037465
1.0700,1.446750,-0.495595,2.037733,1.446749,-0.495595,2.037733
1.0750,1.450624,-0.495177,2.037985,1.450624,-0.495177,2.037985
1.0800,1.454439,-0.494733,2.038221,1.454439,-0.494733,2.038222
1.0850,1.458196,-0.494262,2.038442,1.458196,-0.494262,2.038442
1.0900,1.461895,-0.493766,2.038648,1.461895,-0.493766,2.038648
1.0950,1.465535,-0.493243,2.038837,1.465535,-0.493243,2.038837
1.1000,1.469118,-0.492696,2.039012,1.469118,-0.492696,2.039012
1.1050,1.472643,-0.492122,2.039171,1.472643,-0.492122,2.039171
1.1100,1.476111,-0.491524,2.039314,1.476111,-0.491524,2.039314
1.1150,1.479521,-0.490901,2.039443,1.479521,-0.490901,2.039443
1.1200,1.482875,-0.490253,2.039556,1.482875,-0.490253,2.039556
1.1250,1.486172,-0.489580,2.039654,1.486172,-0.489580,2.039654
1.1300,1.489413,-0.488883,2.039737,1.489413,-0.488883,2.039737
1.1350,1.492598,-0.488162,2.039805,1.492598,-0.488162,2.039805
1.1400,1.495727,-0.487416,2.039858,1.495727,-0.487416,2.039858
1.1450,1.498801,-0.486647,2.039896,1.498801,-0.486647,2.039896
1.1500,1.501819,-0.485855,2.039919,1.501819,-0.485855,2.039919
1.1550,1.504783,-0.485039,2.039928,1.504783,-0.485039,2.039928
1.1600,1.507692,-0.484199,2.039922,1.507691,-0.484199,2.039922
1.1650,1.510546,-0.483337,2.039902,1.510546,-0.483337,2.039902
1.1700,1.513346,-0.482452,2.039867,1.513346,-0.482452,2.039867
1.1750,1.516092,-0.481544,2.039817,1.516092,-0.481544,2.039817
1.1800,1.518785,-0.480614,2.039754,1.518785,-0.480614,2.039754
1.1850,1.521424,-0.479662,2.039676,1.521424,-0.479662,2.039676
1.1900,1.524010,-0.478688,2.039584,1.524010,-0.478688,2.039584
1.1950,1.526544,-0.477692,2.039478,1.526544,-0.477692,2.039478
1.2000,1.529025,-0.476674,2.039357,1.529025,-0.476674,2.039357
1.2050,1.531453,-0.475635,2.039223,1.531453,-0.475635,2.039223
1.2100,1.533830,-0.474575,2.039075,1.533830,-0.474575,2.039075
1.2150,1.536155,-0.473494,2.038913,1.536155,-0.473493,2.038913
1.2200,1.538428,-0.472391,2.038737,1.538428,-0.472391,2.038737
1.2250,1.540650,-0.471269,2.038548,1.540650,-0.471269,2.038548
1.2300,1.542822,-0.470126,2.038345,1.542822,-0.470126,2.038345
